DIN;Format d'acq.;Unité Fmt;Nom;Dosage;Forme;Catégorie
80110688;500;CO/CAPS                       ;JAMP-SENNA                    ;8.6 MG         ;CO          ;
896411;500;CO/CAPS                       ;PMS SENNOSIDES                ;8.6 MG         ;CO          ;
445274;100;CO/CAPS                       ;SULFATRIM                     ;400-80 MG      ;CO          ;
445282;500;CO/CAPS                       ;SULFATRIM DS                  ;800-160 MG     ;CO          ;
402680;1 000,00;CO/CAPS                       ;APO OXAZEPAM                  ;10 MG          ;CO          ;SUBSTANCES CIBLÉES
402745;1 000,00;CO/CAPS                       ;APO OXAZEPAM                  ;15 MG          ;CO          ;SUBSTANCES CIBLÉES
568406;500;CO/CAPS                       ;RIVA OXAZEPAM                 ;15 MG          ;CO          ;SUBSTANCES CIBLÉES
568414;500;CO/CAPS                       ;RIVA OXAZEPAM                 ;30 MG          ;CO          ;SUBSTANCES CIBLÉES
2519682;100;CO/CAPS                       ;M BETAHISTINE                 ;8 MG           ;CO          ;
2449153;100;CO/CAPS                       ;AURO BETAHISTINE              ;16 MG          ;CO          ;
2519690;100;CO/CAPS                       ;M BETAHISTINE                 ;16 MG          ;CO          ;
2280191;100;CO/CAPS                       ;TEVA BETAHISTINE (BOUT)       ;16 MG          ;CO          ;
2449161;100;CO/CAPS                       ;AURO BETAHISTINE              ;24 MG          ;CO          ;
2519704;100;CO/CAPS                       ;M BETAHISTINE                 ;24 MG          ;CO          ;
2231129;60;DO                            ;SEREVENT DISKUS               ;50 MCG         ;INH         ;
99002159;100;UN                            ;B.D. ULTRA-FINE II #320468    ;0.5ML 30G 8MM  ;SER         ;
99002159;100;UN                            ;ULTRA-FINE II #320468         ;0.5ML 30G 8MM  ;SER         ;
99002345;50;UN                            ;B.D. ECLIPSE #305780          ;"1ML 25G 5/8""   ";SER         ;
99002345;100;UN                            ;B.D. TUBERCULINE #309623      ;"1ML 27G 1/2""   ";SER         ;
99002345;100;UN                            ;B.D. PRECISION GLIDE #309626  ;"1ML 25G 5/8""   ";SER         ;
99002167;100;UN                            ;ULTRA-FINE II #320469         ;1ML 30G 8MM    ;SER         ;
99002205;50;UN                            ;B.D. ECLIPSE #305781          ;"3ML 25G 5/8""   ";SER         ;
99002205;50;UN                            ;B.D. ECLIPSE #305787          ;"3ML 25G 1""     ";SER         ;
99002205;100;UN                            ;B.D. LUER-LOK #309571         ;"3ML 23G 1""     ";SER         ;
99002205;100;UN                            ;B.D. LUER-LOK #309581         ;"3ML 25G 1""     ";SER         ;
99002337;200;UN                            ;B.D. TUBERCULINE #309659      ;1ML (S/AIG)    ;SER         ;
99002337;100;UN                            ;MEDLINE LUER-LOK #101010      ;1ML (S/AIG)    ;SER         ;
2236951;100;CO/CAPS                       ;SEROQUEL                      ;25 MG          ;CO LIB.IMMED;
2390140;500;CO/CAPS                       ;JAMP QUETIAPINE               ;25 MG          ;CO LIB.IMMED;
2390140;1 000,00;CO/CAPS                       ;JAMP QUETIAPINE               ;25 MG          ;CO LIB.IMMED;
2296551;500;CO/CAPS                       ;PMS QUETIAPINE                ;25 MG          ;CO          ;
2361892;100;CO/CAPS                       ;PMS QUETIAPINE                ;50 MG          ;CO          ;
2296578;100;CO/CAPS                       ;PMS QUETIAPINE                ;100 MG         ;CO          ;
2296594;100;CO/CAPS                       ;PMS QUETIAPINE                ;200 MG         ;CO          ;
2296608;100;CO/CAPS                       ;PMS QUETIAPINE                ;300 MG         ;CO          ;
2316129;100;CO/CAPS                       ;ACT QUETIAPINE                ;300 MG         ;CO          ;
2300184;60;CO/CAPS                       ;SEROQUEL XR                   ;50 MG          ;CO.LIB. PROL;
2407671;100;CO/CAPS                       ;SANDOZ QUETIAPINE XRT         ;50 MG          ;CO.LIB. PROL;
2321513;60;CO/CAPS                       ;SEROQUEL XR                   ;150 MG         ;CO.LIB. PROL;
2417790;100;CO/CAPS                       ;QUETIAPINE XR                 ;150 MG         ;CO.LIB. PROL;
2407698;100;CO/CAPS                       ;SANDOZ QUETIAPINE XRT         ;150 MG         ;CO.LIB. PROL;
2417804;100;CO/CAPS                       ;QUETIAPINE XR                 ;200 MG         ;CO.LIB. PROL;
2407701;100;CO/CAPS                       ;SANDOZ QUETIAPINE XRT         ;200 MG         ;CO.LIB. PROL;
2395460;60;CO/CAPS                       ;TEVA QUETIAPINE XR            ;200 MG         ;CO.LIB. PROL;
2300206;60;CO/CAPS                       ;SEROQUEL XR                   ;300 MG         ;CO.LIB. PROL;
2407728;100;CO/CAPS                       ;SANDOZ QUETIAPINE XRT         ;300 MG         ;CO.LIB. PROL;
2395479;60;CO/CAPS                       ;TEVA QUETIAPINE XR            ;300 MG         ;CO.LIB. PROL;
2407736;100;CO/CAPS                       ;SANDOZ QUETIAPINE XRT         ;400 MG         ;CO.LIB. PROL;
2398257;30;CO/CAPS                       ;SILENOR                       ;3 MG           ;CO          ;
2398265;30;CO/CAPS                       ;SILENOR                       ;6 MG           ;CO          ;
2435411;10;ML                            ;SIMBRINZA                     ;1%-0.2%        ;SUSP OPHT   ;
2542366;1;UN                            ;HYRIMOZ                       ;80MG/0.8ML     ;STYLO INJ   ;
2324784;1;UN                            ;SIMPONI                       ;50 MG/.5ML     ;AUTO-INJ    ;
2195941;500;CO/CAPS                       ;APO LEVOCARB                  ;100-25 MG      ;CO          ;
2272873;100;CO/CAPS                       ;AA LEVOCARB CR                ;100-25 MG      ;CO          ;
2245211;100;CO/CAPS                       ;AA LEVOCARB CR                ;200-50 MG      ;CO LA       ;
24325;100;CO/CAPS                       ;SINEQUAN                      ;10 MG          ;CAPS        ;
24333;100;CO/CAPS                       ;SINEQUAN                      ;25 MG          ;CAPS        ;
24341;100;CO/CAPS                       ;SINEQUAN                      ;50 MG          ;CAPS        ;
2354985;100;CO/CAPS                       ;PMS MONTELUKAST               ;5 MG           ;CO CROQ     ;
2373947;100;CO/CAPS                       ;PMS MONTELUKAST               ;10 MG          ;CO          ;
2373947;30;CO/CAPS                       ;PMS MONTELUKAST PLAQ          ;10 MG          ;CO          ;
2379856;100;CO/CAPS                       ;MONTELUKAST                   ;10 MG          ;CO          ;
2379856;30;CO/CAPS                       ;MONTELUKAST PLAQ              ;10 MG          ;CO          ;
50121;450;ML                            ;SIROP SIMPLE                  ;               ;SIR MAG     ;
50121;2 000,00;ML                            ;SIROP SIMPLE                  ;               ;SIR MAG     ;
2519291;1;UN                            ;SKYRIZI                       ;150 MG/ML      ;STYLO INJ   ;
2522802;28;CO/CAPS                       ;SLYND                         ;4 MG           ;CO (28)     ;
1300329;100;CO/CAPS                       ;CHLORURE SODIUM USP           ;NDC 2949 1G    ;CAPS        ;
1300329;100;CO/CAPS                       ;CHLORURE SOD. #SO370-C        ;1 G            ;CAPS        ;
1300329;500;CO/CAPS                       ;CHLORURE SOD. #SO370-C        ;1 G            ;CAPS        ;
2070847;30;CO/CAPS                       ;SORIATANE                     ;10 MG          ;CAPS        ;
2070863;30;CO/CAPS                       ;SORIATANE                     ;25 MG          ;CAPS        ;
2238326;100;CO/CAPS                       ;PMS SOTALOL                   ;80 MG          ;CO          ;
2246793;30;CO/CAPS                       ;SPIRIVA AVEC HANDIHALER       ;18 MCG         ;CAPS INH    ;
2246793;30;CO/CAPS                       ;SPIRIVA SANS HANDIHALER       ;18 MCG         ;CAPS INH    ;
2435381;60;DO                            ;SPIRIVA RESPIMAT              ;2.5 MCG        ;INH         ;
2462559;30;CO/CAPS                       ;MINT ITRACONAZOLE PLAQ.       ;100 MG         ;CAPS        ;
2470713;30;CO/CAPS                       ;APO DASATINIB PLAQ            ;50 MG          ;CO          ;
594652;100;CO/CAPS                       ;STATEX                        ;5 MG           ;CO          ;STUPÉFIANTS
2014203;60;CO/CAPS                       ;MS IR                         ;5 MG           ;CO          ;STUPÉFIANTS
591475;250;ML                            ;STATEX                        ;5 MG/ML        ;SIR         ;STUPÉFIANTS
594644;100;CO/CAPS                       ;STATEX                        ;10 MG          ;CO          ;STUPÉFIANTS
99114064;1;CO/CAPS                       ;TRIFLUOPERAZINE               ;2.5 MG         ;CAPS        ;
886440;100;CO/CAPS                       ;PROCHLORAZINE                 ;5 MG           ;CO          ;
886432;100;CO/CAPS                       ;PROCHLORAZINE                 ;10 MG          ;CO          ;
2359928;3,5;G                             ;STERISPORIN                   ;500-10000UI/G  ;ONG OPHT    ;
2247228;150;ML                            ;STIEPROX                      ;1.5 %          ;SHP         ;
657204;25;G                             ;STIEVA-A                      ;0.01 %         ;CR TOP      ;
2386410;30;CO/CAPS                       ;SANDOZ ATOMOXETINE            ;10 MG          ;CAPS        ;
2318032;30;CO/CAPS                       ;APO ATOMOXETINE               ;18 MG          ;CAPS        ;
2386429;30;CO/CAPS                       ;SANDOZ ATOMOXETINE            ;18 MG          ;CAPS        ;
2318040;100;CO/CAPS                       ;APO ATOMOXETINE               ;25 MG          ;CAPS        ;
2381044;100;CO/CAPS                       ;PMS ATOMOXETINE               ;25 MG          ;CAPS        ;
2396920;30;CO/CAPS                       ;ATOMOXETINE                   ;25 MG          ;CAPS        ;
2318059;100;CO/CAPS                       ;APO ATOMOXETINE               ;40 MG          ;CAPS        ;
2386445;30;CO/CAPS                       ;SANDOZ ATOMOXETINE            ;40 MG          ;CAPS        ;
2318067;30;CO/CAPS                       ;APO ATOMOXETINE               ;60 MG          ;CAPS        ;
2386453;30;CO/CAPS                       ;SANDOZ ATOMOXETINE            ;60 MG          ;CAPS        ;
2386488;30;CO/CAPS                       ;SANDOZ ATOMOXETINE            ;100 MG         ;CAPS        ;
2480557;4;CO/CAPS                       ;STROMECTOL                    ;3 MG           ;CO          ;
2391678;30;CO/CAPS                       ;SUBLINOX                      ;5 MG           ;COMP ODT    ;SUBSTANCES CIBLÉES
2436159;30;CO/CAPS                       ;APO ZOLPIDEM ODT              ;5 MG           ;COMP ODT    ;SUBSTANCES CIBLÉES
2370433;30;CO/CAPS                       ;SUBLINOX                      ;10 MG          ;COMP ODT    ;SUBSTANCES CIBLÉES
2434946;30;CO/CAPS                       ;APO ZOLPIDEM ODT              ;10 MG          ;COMP ODT    ;SUBSTANCES CIBLÉES
2537354;30;CO/CAPS                       ;PRO ZOLPIDEM ODT PLAQ.        ;10 MG          ;COMP ODT    ;SUBSTANCES CIBLÉES
2424851;30;CO/CAPS                       ;PMS BUPRENORPHINE NALOXONE    ;2-0.5 MG       ;CO SL       ;STUPÉFIANTS
2502313;30;UN                            ;SUBOXONE                      ;2MG-0.5MG      ;PELLIC      ;STUPÉFIANTS
2424878;30;CO/CAPS                       ;PMS BUPRENORPHINE NALOXONE    ;8-2 MG         ;CO SL       ;STUPÉFIANTS
80001155;90;CO/CAPS                       ;A.G.MELATONINE X-FORT         ;10 MG          ;CAPS        ;
2100622;100;CO/CAPS                       ;SULCRATE                      ;1 G            ;CO          ;
2045702;100;CO/CAPS                       ;TEVA SUCRALFATE               ;1 G            ;CO          ;
2103567;500;ML                            ;SULCRATE PLUS                 ;1G/5ML         ;SUSP        ;
80057416;1 000,00;CO/CAPS                       ;M FER SULFATE                 ;60 MG          ;CO          ;
31100;1 000,00;CO/CAPS                       ;JAMP SULFATE FERREUX          ;300 MG         ;CO          ;
2246733;1 000,00;CO/CAPS                       ;EURO FERROUS SULFATE          ;300 MG         ;CO          ;
2515814;28;CO/CAPS                       ;SUNOSI                        ;75 MG          ;CO          ;
2515822;28;CO/CAPS                       ;SUNOSI                        ;150 MG         ;CO          ;
964549;1;UN                            ;SUPLASYN MD 0.7ML             ;7MG/0.7ML      ;SER INJ     ;
868965;50;ML                            ;SUPRAX                        ;100 MG/5ML     ;LIQ RECO    ;
2432773;7;CO/CAPS                       ;AURO CEFIXIME                 ;400 MG         ;CO          ;
2432773;10;CO/CAPS                       ;AURO CEFIXIME                 ;400 MG         ;CO          ;
740799;100;CO/CAPS                       ;TRIMIPRAMINE                  ;12.5 MG        ;CO          ;
2381524;30;CO/CAPS                       ;MYLAN EFAVIRENZ               ;600 MG         ;CO          ;
80054199;500;CO/CAPS                       ;M B1                          ;50 MG          ;CO          ;
2245385;120;DO                            ;SYMBICORT TURB.               ;100 UG         ;INH         ;
2245386;120;DO                            ;SYMBICORT TURB.               ;200 UG         ;INH         ;
1990403;100;CO/CAPS                       ;PDP AMANTADINE                ;100 MG         ;CAPS        ;
2456575;60;CO/CAPS                       ;SYNJARDY                      ;500-5 MG       ;CO          ;
2456583;60;CO/CAPS                       ;SYNJARDY                      ;850-5 MG       ;CO          ;
2456591;60;CO/CAPS                       ;SYNJARDY                      ;1000-5 MG      ;CO          ;
2456621;60;CO/CAPS                       ;SYNJARDY                      ;1000-12.5 MG   ;CO          ;
999996;1;UN                            ;SYNOLIS V-A (4ML)             ;2%-4%          ;SER INJ     ;
2172062;90;CO/CAPS                       ;SYNTHROID                     ;0.025 MG       ;CO          ;
2172062;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.025 MG       ;CO          ;
2172070;90;CO/CAPS                       ;SYNTHROID                     ;0.05 MG        ;CO          ;
2172070;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.05 MG        ;CO          ;
2172089;90;CO/CAPS                       ;SYNTHROID                     ;0.075 MG       ;CO          ;
2172089;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.075 MG       ;CO          ;
2550725;1 000,00;CO/CAPS                       ;APO LEVOTHYROXINE             ;0.075 MG       ;CO          ;
2172097;90;CO/CAPS                       ;SYNTHROID                     ;0.088 MG       ;CO          ;
2172097;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.088 MG       ;CO          ;
2550733;1 000,00;CO/CAPS                       ;APO LEVOTHYROXINE             ;0.088 MG       ;CO          ;
2172100;90;CO/CAPS                       ;SYNTHROID                     ;0.1 MG         ;CO          ;
2172100;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.1 MG         ;CO          ;
2534681;1 000,00;CO/CAPS                       ;APO LEVOTHYROXINE             ;0.1 MG         ;CO          ;
2171228;90;CO/CAPS                       ;SYNTHROID                     ;0.112 MG       ;CO          ;
2171228;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.112 MG       ;CO          ;
2550741;1 000,00;CO/CAPS                       ;APO LEVOTHYROXINE             ;0.112 MG       ;CO          ;
2172119;90;CO/CAPS                       ;SYNTHROID                     ;0.125 MG       ;CO          ;
2172119;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.125 MG       ;CO          ;
2550768;1 000,00;CO/CAPS                       ;APO LEVOTHYROXINE             ;0.125 MG       ;CO          ;
2233852;90;CO/CAPS                       ;SYNTHROID                     ;0.137 MG       ;CO          ;
2233852;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.137 MG       ;CO          ;
2550776;1 000,00;CO/CAPS                       ;APO LEVOTHYROXINE             ;0.137 MG       ;CO          ;
2172127;90;CO/CAPS                       ;SYNTHROID                     ;0.15 MG        ;CO          ;
2172127;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.15 MG        ;CO          ;
2550784;1 000,00;CO/CAPS                       ;APO LEVOTHYROXINE             ;0.15 MG        ;CO          ;
2172135;90;CO/CAPS                       ;SYNTHROID                     ;0.175 MG       ;CO          ;
2172135;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.175 MG       ;CO          ;
2172143;90;CO/CAPS                       ;SYNTHROID                     ;0.2 MG         ;CO          ;
2172143;1 000,00;CO/CAPS                       ;SYNTHROID                     ;0.2 MG         ;CO          ;
2172151;90;CO/CAPS                       ;SYNTHROID                     ;0.3 MG         ;CO          ;
965014;1;UN                            ;SYNVISC ONE HYLAN (6ML)       ;G-F20          ;SER INJ     ;
2365871;60;G                             ;TACTUPUMP                     ;0.1-2.5 %      ;POMPE GEL   ;
2365871;70;G                             ;TACTUPUMP                     ;0.1-2.5 %      ;POMPE GEL   ;
2489007;70;G                             ;SANDOZ ADAPALENE/BENZOYL PEROX;0.1-2.5 %      ;POMPE GEL   ;
2446235;70;CO/CAPS                       ;TACTUPUMP FORTE               ;0.3-2.5 %      ;POMPE GEL   ;
2455102;1;UN                            ;TALTZ                         ;80 MG/ML       ;AUTO-INJ    ;
2275538;100;CO/CAPS                       ;APO FLECAINIDE                ;50 MG          ;CO          ;
2459957;100;CO/CAPS                       ;AURO FLECAINIDE               ;50 MG          ;CO          ;
2493705;100;CO/CAPS                       ;JAMP FLECAINIDE               ;50 MG          ;CO          ;
2275546;100;CO/CAPS                       ;APO FLECAINIDE                ;100 MG         ;CO          ;
2304848;10;CO/CAPS                       ;TAMIFLU                       ;30 MG          ;CAPS        ;
2497441;10;CO/CAPS                       ;MINT OSELTAMIVIR              ;30 MG          ;CAPS        ;
2304856;10;CO/CAPS                       ;TAMIFLU                       ;45 MG          ;CAPS        ;
2472643;10;CO/CAPS                       ;NAT OSELTAMIVIR               ;45 MG          ;CAPS        ;
2241472;10;CO/CAPS                       ;TAMIFLU PLAQ                  ;75 MG          ;CAPS        ;
2497425;10;CO/CAPS                       ;JAMP OSELTAMIVIR PLAQ.        ;75 MG          ;CAPS        ;
2457989;10;CO/CAPS                       ;NAT OSELTAMIVIR (GOUV.)       ;75 MG          ;CAPS        ;
2457989;10;CO/CAPS                       ;NAT OSELTAMIVIR               ;75 MG          ;CAPS        ;
2504022;10;CO/CAPS                       ;SANDOZ OSELTAMIVIR PLAQ.      ;75 MG          ;CAPS        ;
812404;100;CO/CAPS                       ;APO TAMOX                     ;10 MG          ;CO          ;
2490625;100;CO/CAPS                       ;JAMP METHIMAZOLE              ;5 MG           ;CO          ;
2480107;100;CO/CAPS                       ;MAR METHIMAZOLE               ;5 MG           ;CO          ;
2368250;112;CO/CAPS                       ;TASIGNA                       ;150 MG         ;CAPS        ;
2550881;112;CO/CAPS                       ;APO NILOTINIB PLAQ.           ;150 MG         ;CAPS        ;
2517868;45;G                             ;ARAZLO                        ;0.045%         ;LOT TOP     ;
2420201;56;CO/CAPS                       ;TECFIDERA                     ;240 MG         ;CAPS LR     ;
782718;100;CO/CAPS                       ;TEVA CARBAMAZEPINE            ;200 MG         ;CO          ;
782718;500;CO/CAPS                       ;TEVA CARBAMAZEPINE            ;200 MG         ;CO          ;
2261839;100;CO/CAPS                       ;SANDOZ CARBAMAZEPINE CR       ;200 MG         ;CO.LIB. PROL;
755583;100;CO/CAPS                       ;TEGRETOL CR                   ;400 MG         ;CO.LIB. PROL;
2261847;100;CO/CAPS                       ;SANDOZ CARBAMAZEPINE CR       ;400 MG         ;CO.LIB. PROL;
2246581;500;CO/CAPS                       ;PMS ATENOLOL                  ;25 MG          ;CO          ;
2039532;30;CO/CAPS                       ;TENORMIN                      ;50 MG          ;CO          ;
2237600;100;CO/CAPS                       ;PMS ATENOLOL                  ;50 MG          ;CO          ;
773697;100;CO/CAPS                       ;APO ATENOL                    ;100 MG         ;CO          ;
2171805;100;CO/CAPS                       ;TEVA ATENOLOL                 ;100 MG         ;CO          ;
2247651;45;G                             ;TARO TERCONAZOLE              ;0.4 %          ;CR VAG      ;
55444105;5;G                             ;TESTOSTERONE USP (MICRONISE)  ;NDC 0163       ;PD MAG      ;DROGUES CONTRÔLÉES PARTIES II ET III
580929;100;CO/CAPS                       ;TETRA                         ;250 MG         ;CAPS        ;
2495376;100;CO/CAPS                       ;JAMP DILTIAZEM T              ;120 MG         ;CAPS LP     ;
2546434;100;CO/CAPS                       ;M DILTIAZEM T                 ;120 MG         ;CAPS LP     ;
2465353;100;CO/CAPS                       ;MAR DILTIAZEM T               ;120 MG         ;CAPS LP     ;
2370441;100;CO/CAPS                       ;TEVA DILTIAZEM T              ;120 MG         ;CAPS LP     ;
2231151;100;CO/CAPS                       ;TIAZAC                        ;180 MG         ;CAPS LP     ;
2271613;100;CO/CAPS                       ;TEVA DILTIAZEM HCL ER         ;180 MG         ;CAPS LP     ;
2495392;100;CO/CAPS                       ;JAMP DILTIAZEM T              ;240 MG         ;CAPS LP     ;
2370506;100;CO/CAPS                       ;TEVA DILTIAZEM T              ;240 MG         ;CAPS LP     ;
2256738;90;CO/CAPS                       ;TIAZAC XC                     ;120 MG         ;CO.LIB. PROL;
2256746;90;CO/CAPS                       ;TIAZAC XC                     ;180 MG         ;CO.LIB. PROL;
2256762;90;CO/CAPS                       ;TIAZAC XC                     ;300 MG         ;CO.LIB. PROL;
2256770;90;CO/CAPS                       ;TIAZAC XC                     ;360 MG         ;CO.LIB. PROL;
2488361;28;CO/CAPS                       ;TIBELLA                       ;2.5 MG         ;CO          ;DROGUES CONTRÔLÉES PARTIES II ET III
451207;10;ML                            ;TIMOPTIC OCUMETER PLUS        ;0.5 %          ;SOL OPH     ;
2166720;5;ML                            ;SANDOZ TIMOLOL                ;0.5 %          ;SOL OPH     ;
2166720;10;ML                            ;SANDOZ TIMOLOL                ;0.5 %          ;SOL OPH     ;
2171899;5;ML                            ;TIMOPTIC XE                   ;0.5 %          ;SOL OPHT LP ;
2242276;5;ML                            ;SANDOZ TIMOLOL MALEATE EX     ;0.5 %          ;SOL OPHT LP ;
2414945;30;CO/CAPS                       ;TIVICAY                       ;50 MG          ;CO          ;
778915;3,5;G                             ;TOBRADEX                      ;0.3 %          ;ONG OPHT    ;
778907;5;ML                            ;TOBRADEX                      ;0.3 %          ;SUSP OPHT   ;
614254;3,5;G                             ;TOBREX                        ;0.3 %          ;ONG OPHT    ;
513962;5;ML                            ;TOBREX                        ;0.3 %          ;GTE OPHT    ;
2241755;5;ML                            ;SANDOZ TOBRAMYCINE            ;0.3 %          ;SOL OPH     ;
2335700;250;CO/CAPS                       ;PMS DIGOXIN                   ;0.0625 MG      ;CO          ;
2335719;250;CO/CAPS                       ;PMS DIGOXIN                   ;0.125 MG       ;CO          ;
2262991;100;CO/CAPS                       ;PMS TOPIRAMATE                ;25 MG          ;CO          ;
2544377;100;CO/CAPS                       ;JAMP TOPIRAMATE               ;50 MG          ;CO          ;
2312085;100;CO/CAPS                       ;PMS TOPIRAMATE                ;50 MG          ;CO          ;
2263009;100;CO/CAPS                       ;PMS TOPIRAMATE                ;100 MG         ;CO          ;
2221896;20;G                             ;TOPICORT                      ;0.25 %         ;CR TOP      ;
2221896;60;G                             ;TOPICORT                      ;0.25 %         ;CR TOP      ;
2221918;20;G                             ;TOPICORT DOUX                 ;0.05 %         ;CR TOP      ;
2221918;60;G                             ;TOPICORT DOUX                 ;0.05 %         ;CR TOP      ;
2221934;60;G                             ;TOPICORT TUBE                 ;0.25 %         ;ONG TOP     ;
2229080;100;CO/CAPS                       ;APO KETOROLAC                 ;10 MG          ;CO          ;
2493373;3;UN                            ;TOUJEO DOUBLESTAR             ;300 U/ML       ;STYLO INJ   ;
2441829;5;UN                            ;TOUJEO SOLOSTAR               ;300 U/ML       ;STYLO INJ   ;
2521768;30;CO/CAPS                       ;SANDOZ FESOTERODINE FUMARATE  ;4 MG           ;CO.LIB. PROL;
2521768;100;CO/CAPS                       ;SANDOZ FESOTERODINE FUMARATE  ;4 MG           ;CO.LIB. PROL;
2521776;30;CO/CAPS                       ;SANDOZ FESOTERODINE FUMARATE  ;8 MG           ;CO.LIB. PROL;
2370921;30;CO/CAPS                       ;TRAJENTA                      ;5 MG           ;CO          ;
2370921;90;CO/CAPS                       ;TRAJENTA                      ;5 MG           ;CO          ;
2336790;100;CO/CAPS                       ;APO TRAMADOL ACET             ;37.5-325 MG    ;CO          ;STUPÉFIANTS
2388308;100;CO/CAPS                       ;JAMP ACET-TRAMADOL            ;325-37.5 MG    ;CO          ;STUPÉFIANTS
2489406;100;CO/CAPS                       ;RIVA LABETALOL                ;100 MG         ;CO          ;
2489414;100;CO/CAPS                       ;RIVA LABETALOL                ;200 MG         ;CO          ;
2548089;5;ML                            ;JAMP TRAVOPROST Z             ;0.004 %        ;SOL OPH     ;
2413167;5;ML                            ;SANDOZ TRAVOPROST             ;0.004 %        ;SOL OPH     ;
2474522;30;DO                            ;TRELEGY ELLIPTA               ;100-62.5-25MCG ;PD INH      ;
2243856;1;UN                            ;TRELSTAR PLUS MIXJECT         ;11.25 MG       ;TROUSSE     ;
2230090;100;CO/CAPS                       ;APO PENTOXIFYLLINE SR         ;400 MG         ;CO.LIB. PROL;
2543087;100;CO/CAPS                       ;JAMP PENTOXIFYLLINE SR        ;400 MG         ;CO.LIB. PROL;
2467879;5;UN                            ;TRESIBA FLEXTOUCH 3ML         ;U-100          ;STYLO INJ   ;
2467887;3;UN                            ;TRESIBA FLEXTOUCH 3ML         ;U-200          ;STYLO INJ   ;
2467860;5;UN                            ;TRESIBA                       ;100 UI/ML      ;CART.INS.   ;
906808;1;G                             ;TRETINOINE USP                ;NDC 0001       ;PD MAG      ;
2401975;28;CO/CAPS                       ;TRICIRA LO                    ;               ;CO (28)     ;
2486296;63;CO/CAPS                       ;TRI-JORDYNA 21                ;               ;CO (21)     ;
2486318;84;CO/CAPS                       ;TRI-JORDYNA 28                ;               ;CO (28)     ;
2229315;60;G                             ;PDP DESONIDE                  ;0.05 %         ;CR TOP      ;
2360349;60;CO/CAPS                       ;ZYTRAM XL                     ;100 MG         ;CO          ;STUPÉFIANTS
2450429;100;CO/CAPS                       ;TARO TRAMADOL ER              ;100 MG         ;CO.LIB. PROL;STUPÉFIANTS
2284294;100;CO/CAPS                       ;APO OXCARBAZEPINE             ;150 MG         ;CO          ;
2284308;100;CO/CAPS                       ;APO OXCARBAZEPINE             ;300 MG         ;CO          ;
2242069;50;CO/CAPS                       ;TRILEPTAL                     ;600 MG         ;CO          ;
2284316;100;CO/CAPS                       ;APO OXCARBAZEPINE             ;600 MG         ;CO          ;
2432919;28;CO/CAPS                       ;TRINTELLIX                    ;5 MG           ;CO          ;
2552744;100;CO/CAPS                       ;APO VORTIOXETINE              ;5 MG           ;CO          ;
2432927;28;CO/CAPS                       ;TRINTELLIX                    ;10 MG          ;CO          ;
2552752;100;CO/CAPS                       ;APO VORTIOXETINE              ;10 MG          ;CO          ;
2432943;28;CO/CAPS                       ;TRINTELLIX                    ;20 MG          ;CO          ;
2552779;100;CO/CAPS                       ;APO VORTIOXETINE              ;20 MG          ;CO          ;
707503;28;CO/CAPS                       ;TRIQUILAR                     ;0.03 MG-O.     ;CO (28)     ;
2430932;30;CO/CAPS                       ;TRIUMEQ                       ;50-600-300 MG  ;CO          ;
2488353;60;CO/CAPS                       ;MAR TROSPIUM                  ;20 MG          ;CO          ;
2448602;4;UN                            ;TRULICITY                     ;1.5MG/0.5ML    ;STYLO INJ   ;
2216205;5;ML                            ;TRUSOPT                       ;2%;SOL OPH     ;
2522373;5;ML                            ;DORZOLAMIDE                   ;20 MG/ML       ;SOL OPH     ;
2452006;30;CO/CAPS                       ;APO EMTRICITABINE TENOFOVIR   ;200-300 MG     ;CO          ;
2461110;30;CO/CAPS                       ;PMS EMTRICITABINE TENOFOVIR   ;200-300 MG     ;CO          ;
2409720;60;DO                            ;TUDORZA                       ;400 MCG        ;INH         ;
2371022;28;CO/CAPS                       ;TWYNSTA                       ;40-5 MG        ;CO          ;
2371030;28;CO/CAPS                       ;TWYNSTA                       ;40-10 MG       ;CO          ;
2371049;28;CO/CAPS                       ;TWYNSTA                       ;80-5 MG        ;CO          ;
2559870;30;CO/CAPS                       ;RIVA TELMISARTAN-AMLODIPINE   ;80-5 MG        ;CO          ;
2371057;28;CO/CAPS                       ;TWYNSTA                       ;80-10 MG       ;CO          ;
2559889;30;CO/CAPS                       ;RIVA TELMISARTAN-AMLODIPINE   ;80-10 MG       ;CO          ;
2022214;1 000,00;CO/CAPS                       ;ACETAMINOPHENE                ;325 MG         ;CO          ;
2362198;1 000,00;CO/CAPS                       ;ACETAMINOPHENE                ;325 MG         ;CAPLET      ;
653276;500;CO/CAPS                       ;TEVA LENOLTEC NO 3            ;30 MG          ;CO          ;PRÉPARATIONS DE STUPÉFIANTS
